,text,label
1327,விபச்சாரத்திற்கும் அனுமதி கொடுத்துவிட்டான் கள்ள உறவு இனி தப்பு இல்லையாம்,Non-Hate-Speech
1328,G அடுத்த விஷயத்தில் மூக்கை நுழைக்காதீர்கள்,Non-Hate-Speech
1329,ஒரினசேர்க்கை குற்றம் தான்.விபசாரம் குற்றமா இல்லையா? யாராவது வக்கீல் இந்த கேள்வியை நீதிமன்றத்தில் பொதுநல வழக்காக பதிந்தால் நலம்!,Hate-Speech
1330,டேய் மெண்டல்  புண்டைகளா..,Non-Hate-Speech
1331,Nishanthini Krishnamoorthy  எனக்கு  என்னமோ  நீயும் 9 ஆஹ் தான்  இருப்பேன்னு  தோணுது  கரெக்ட்  ஆஹ்,Hate-Speech
1332,தலைவா உங்களை எப்படி வாழ்த்துரதுனு தெரியல next part 2 க்கு waiting,Non-Hate-Speech
1333,பேய் புண்ட best friend ஐ sex ku தூண்டும் கேடு கெட்ட ஜென்மம்,Hate-Speech
1334,J. devi jahir J. devi jahir  என்னால் உதவி செய்ய முடியும் ஆனால் நீண்ட தூரத்தில் இருக்கிறேன்...  இயலாமைக்கு வருந்துகிறேன்,Non-Hate-Speech
1335,"இது இயற்கைனு சொல்ற அறிவாளிகளே...ஆணும், பெண்ணும் இணைவதுதான் இயற்கை...ஓரினச் சேர்க்கை இயற்கைக்கு விரோதம்...எதிர்பாலின ஈர்ப்பே தெளிவான மனநிலை...ஓரினச் சேர்ககையென்பது ஒருவித மனநோய் தான்...இதையும் தனிமனித உரிமைனு போர்க்கொடி அரைவேக்காடுகளை என்ன செய்வதென்று தெரியவில்லை..?",Hate-Speech
1336,"கள்ளிப்பால் ஊத்தி பெண் குழந்தைய கொல்லுறவன், ; குப்ப தொட்டில குழந்தைய போட்டு போறவன்,  காது கேக்காத சின்ன குழந்தைட்ட வல்லுறவு கொள்பவன்,  குழந்தைகள, பொண்டாட்டிய வேலைக்கு அனுப்சிட்டு வீட்ல உக்காந்து மது போதை அடிக்கிறதுல பாக்காத இயற்கை சீரழிவ. முழு சம்மதத்தோட வயது வந்த இருவர் உறவு கொள்ரதுல இயற்கை அழியிதுன்னு நீ நினைச்சா தவறு  அவுங்க மேல இல்லை உன் பார்வைல தான்!!",Non-Hate-Speech
1337,உடல் இச்சைகளுக்காகவே வாழும் ஈனபிறவியாக மனிதகுலம் மாறி வருகிறது.,Hate-Speech
1338,"கடவுளை அறியாதவள், பாவத்தை உணராமல் உளறுகிறாள்.",Hate-Speech
1339,வீட்டோட மாப்பிள்ளையா செல்ல விரும்பும் நபர்கள் தங்கர்பச்சான் சார் இயக்கத்தில் சேரன் சார் நடித்த சொல்ல மறந்த கதை திரைப்படத்தை பார்த்துவிட்டு பொறுமையாக முடிவு செய்யவும்.....,Non-Hate-Speech
1340,நான் இந்த வீடியோவை இப்பதான் பார்த்தேன் நீங்க ரொம்ப அழகா இருக்கிங்க நல்ல திறைமையாக இருக்கிங்க என்று சொல்வதைவிட  நான் ஒரு செய்தி கூறவிரும்புகிறேன் என்னுடைய கடை கம்பியூட்டர் கடை  என் கடைக்கு வேலைக்கு வருவதற்கு தயாரக இருக்கிங்களா உங்களுக்கு டைப் தெரியவேன்டும் கொஞ்சம் இங்கிலீஸ் தெரியவேன்டும் திறமைக்கு ஏற்ற சம்பளம் தயார பதில் சொல்லுங்கள்,Non-Hate-Speech
1341,வாழ்க வளமுடன்  சகோ,Non-Hate-Speech
1342,அய்யா உங்கள் தாய் மொழி இன்னும் மழலை மொழியாகவே உள்ளதே.........,Non-Hate-Speech
1343,சக மனிதனின் உணர்வுகளை மதிக்க தெரியாத கேடு கெட்ட மக்கள்.. சிரியுங்கள்... கைக் கொட்டி சிரியுங்கள்... இதுதான் இன்றைய மனிதம்..,Non-Hate-Speech
1344,யாரென்று தெரியாதவர்களுக்கு கூட கண்ணீர் விடுவது திருநங்கை தா,Non-Hate-Speech
1345,உங்களை வேற்று கிரகவாசியாய் பார்க்கவில்லை. ,Non-Hate-Speech
1346,"tamilansat arjun  அவர்களும் பேய்கள் இல்லை!!! இந்த கருத்து வரவேற்கத்தக்கது!!! 2017 who எடுத்த சர்வே என்ன சொல்கிறார்கள்  10 இல் 1 Homosexual அக இருக்கிறார்கள்!!!   அதாவது யார் குடும்பத்தில் வேண்டுமானலும் இருக்கலாம், தங்கள் குடும்பத்தில் அப்படி இருந்தால் அந்த நபரின் தனிபட்ட உணர்வுகளை புரிந்து கொள்ள வேண்டும்!!! அவர்களும் மனிதன் தான்!!! Homosexuality காதல் உணர்வுகளையும் சார்ந்தது, ஆனால் இந்த சமூகம் காமத்தை மட்டுமே முதல் எடுத்துக்காட்டாக பார்கிறது!!! அது தவறான நோக்கம்!!!",Non-Hate-Speech
1347,ஹாய நண்பா நல்ல இருக்கு,Non-Hate-Speech
1348,swetha k ,Non-Hate-Speech
1349,இந்த தீர்ப்பை வைத்து ....... வேரா ஏதோ திட்டம் வச்சி இருக்காங்க.....,Non-Hate-Speech
1350,ஏதோ இங்க இருக்குற எல்லோரும் உத்தமன் மாதிரி பொங்குவானுங்க மானங்கெட்டவனுங்க,Non-Hate-Speech
1351,இத ஆதரித்து பேசுரவங்க எல்லாம் ஒரிணசேர்க்கையாளர்கள் தான்..,Hate-Speech
1352,ஒரு வருஷத்துக்கு முன்னாடி என் சித்தப்பா இருந்தப்போ கடைசியா அழுதன் கண்ணீர் விட்டு. இப்போ இந்த வீடியோ பாக்கும்போது அழறன். அந்த தோழி ஆடுனாங்க அப்போ control பண்ண முடியல பயங்கரமா அழுதுட்டேன்... நடிப்புனு தெரிஞ்சும் அழ வச்சிடீங்க. வாழ்த்து💖💝💖💝,Non-Hate-Speech
1353,இவா ஆம்பளயா?பொம்பளயா? மொ..யையே காணோம்?,Hate-Speech
1354,சுத்தி நிக்கற அத்தன பேரும் சோ்ந்தா இதுகள மெரட்ட முடியாதா?,Non-Hate-Speech
1355,திருநங்கைகள் சேய்தகாரியம் சரி தவறா  எனது பதில் மிகவும் தவறானதுதான் இந்த ஊர் உலத்தில உமைகள் வாழ்வதியில்லையா திருநங்கைகள் நான் இவர் வேறுக்வில்லை  ஆனால் இவர்கள் சேய்தகாரியம் சரியில்லை தயவுசெய்து மணிகுளம் எப்படி ஏற்றுக் கொள்வார்கள்,Non-Hate-Speech
1356,கவலைப்படாதே.உன்.குடும்பத்தில் கண்டிப்பா.ஒரு திருநங்கை.பிறக்கும் டா,Non-Hate-Speech
1357,சிரிக்காம நடுச்சவனுக்கு தெறம டா.. மவனே நீ மட்டும் சிருச்சுருந்த சக்கயா புளிஞ்சுருக்கும் அந்த அம்மா 😂😂😂nice,Non-Hate-Speech
1358,என்னையும் ஊம்ப வச்சி இருக்கானுங்க,Hate-Speech
1359,"இயற்கையானதுதான். நாற்பது வருடங்களுக்கு முன் இங்கு வரும்போது எனக்கு அதிர்ச்சியாக இருந்தது,ஆனால்  ஒரு  சில வருடங்களில்  அவர்களும் மனிதர்கள்தான் என்பதைப் புரிந்துகொண்டேன்.",Non-Hate-Speech
1360,எல்லாம் ஆப் பாயிலா இருக்கு. ஓரினச்சேர்க்கை எதிர்க்குறது எல்லாம் ஆப் பாயில். திருந்துங்கடா,Hate-Speech
1361,"நான் ஸ்ரீலங்காவைச் சேர்ந்தவன். உங்கள் கதைகள் மிகவும் சுவாரஸ்யமானவை. நான் ஓரினச்சேர்க்கையில் ஆர்வமாக உள்ளேன், உன்னுடையதைக் கேட்கும்போது என் அனுபவத்தை நினைவில் கொள்கிறேன். நான் உன்னை ஸ்ரீ லங்காவில் சந்திக்க விரும்புகிறேன்",Non-Hate-Speech
1362,i காதல்  you சகோதரி நீங்கள் திருநங்கை என்ரு நிருப்பித்து விட்டிர்கள்,Non-Hate-Speech
1363,நா ஸ்கூல் படிக்கும்போதெல்லாம் நம்ம இந்தியால லெஸ்பியன் கேய் எல்லாம் கேள்விப்படல காலேஜ் போனப்போ வெளிநாட்டுல கேய்ஸ் அ மக்கள் தாக்குன நியூஸ் பாத்தே 2018 முடியறப்போதா தமிழ்நாட்ல இந்தமாதிரி ஆளுங்க அதிகமானாங்க. இயற்க்கைகு மாறான விஷயம் இது. நா ரொம்ப கஷ்டப்பட்டு அடி ஒத திட்டு வாங்கி ஒரு குடிகாரன  அஞ்சு வருஷமா லவ் பண்றே தலை எழுத்து .லெஸ்பியன்ஸ்அ பாக்கும்போது பொறாமைதா வருது ஒரு பொண்ண தொட்டுட்டு அவள அடிமைமாறி நடத்துற ஆம்பளைங்க கூட வாழ்றத விட லெஸ்பியனா இருந்துட்டு போய்றலாம். என்ன பண்ண எனக்கு என்னுடைய ஆம்படையான் மேல மட்டும்தா ஈர்ப்பு 😜,Non-Hate-Speech
1364,அருமை தோழி 👌👌,Non-Hate-Speech
1365,Shagul Hameed Shagul டேய் துலுக்க நாயே...முடிக்கிட்டு போ...,Non-Hate-Speech
1366,திருநங்கை அக்கா சூப்பர்,Non-Hate-Speech
1367,சுற்றத்தை கெடுத்து gay ahh வாழ்வதை விட .... அடுத்தவருக்காக வாழ்வது சிறந்த வாழ்க்கை...,Hate-Speech
1368,இத எல்லாம் பேட்டி எடுக்குறீங்க அத நாங்க Comments செய்கிறோம் தூ இப்ப அஇன்னாவா அவளுக்கு,Hate-Speech
1369,"LGBTQ (லெஸ்பியன், கே, இருபால், திருநங்கைகள் மற்றும் வினோதமான அல்லது கேள்வி கேட்பது).",Non-Hate-Speech
1370,நல்லா வருவீங்க கவலைவேண்டாம்.இறைவன் அருள்புரிவார்.,Non-Hate-Speech
1371,அன்புக்கு காசு வேனாம். காசு கொடுத்து காதல் கொண்டால் அது விபச்சாரம்.,Non-Hate-Speech
1372,இறுதியாக  பேசிய பெண் மிகவும் சரியாக பேசி இருக்கிறார் உண்மையில் ஓரினச்சேர்க்கையாளர்களின் வாழ்க்கை மிகவும் கஷ்டம் என நான் புரிந்து கொண்டேன் வெளியவும் சொல்லமுடியாமல் வெளிக்காட்டிகவும் முடியாமல் கஷ்டப்படும் ஓரினச் சேர்க்கையாளர்களின் வாழ்க்கை மிகவும் வலி மிகுந்தது அவர்கள் கூறியது போல் எத்தனையோ ஓரினச்சேர்க்கையாளர்கள் ஆண்கள் பிடிக்காமல் வீட்டிற்காக திருமணம் செய்துகொண்ட ஆண்களும் உண்டு இந்த சமூகம் அவர்களை முழுமையாக எப்பொழுது ஏற்றுக் கொள்ளுமோ அப்பொழுதுதான் அவர்களும் நிம்மதியாக இவ்வுலகில் வாழ்வார்கள்,Non-Hate-Speech
1373,இவர்களை மாற்ற ஏதேனும் வழிமுறைகள் இருந்தால் கூறுங்கள்' இவற்றால் பாதிக்கப்பட்ட வார்கள் பலர் தற்கொலை செய்வது தங்களுக்கான தீர்வு என கருதி உயிர்விடுகின்றன இதனைப் பற்றி தங்கள் கருத்து இதனை குணப்படுத்த வே முடியதா?,Non-Hate-Speech
1374,மதத்தையும்...சாதியையும் முருக கட்டி பிடித்து கொண்டிருப்பவர்களுக்கு இது தப்பு .,Non-Hate-Speech
1375,அந்த திரு நங்கை அன்பு கண் கலங்க வைத்த பதிவு நன்றி,Non-Hate-Speech
1376,நல்ல மனசு அக்கா உங்களுக்கு...நீங்க நல்லா இருக்கணும் அக்கா,Non-Hate-Speech
1377,"நல்லா அருமையாக இருந்தது...இது பிராங்க் இல்ல நண்பா...ஒரு விழிப்புணர்வு பதிவு...பார்ட் 2 க்கு திருநங்கை பிராங்க்னு போடாதீங்க..... பிராங்க் னு போட்டா அவங்கள ஏமாத்துன மாதிரியும், கிண்டல் பன்னுன மாதிரியும் தெரிஞ்சி உங்க பெயர் தப்பா ஆக வாய்ப்பு இருக்கு....இது ஓகேனா எடுத்துக்கோங்க...இல்லனா விட்ருங்க",Non-Hate-Speech
1378,புண்ட,Hate-Speech
1379,elsa anna  ஓரினசேர்க்கை.,Hate-Speech
1380,Srithar Sri  இதுல உணக்கு என் பிரச்சன,Non-Hate-Speech
1381,செந்தமிழ் அசுத்தமான தமிழ். பீஜ ஒலி தமிழி தான் முதல்தமிழ்,Non-Hate-Speech
1382,அந்நிய நாட்டுக்காரன் போடுற எல்லாமே வேணும் எங்களுக்கு பாலினம் வேணும் னு அவங்க போராடுனா கலச்சார சீரழிவா? என்னடா நீங்க கலச்சாரம் பேசுறிங்க.,Non-Hate-Speech
1383,"இது இயற்கைனு சொல்ற அறிவாளிகளே...ஆணும், பெண்ணும் இணைவதுதான் இயற்கை...ஓரினச் சேர்க்கை இயற்கைக்கு விரோதம்...எதிர்பாலின ஈர்ப்பே தெளிவான மனநிலை...ஓரினச் சேர்ககையென்பது ஒருவித மனநோய் தான்...இதையும் தனிமனித உரிமைனு போர்க்கொடி அரைவேக்காடுகளை என்ன செய்வதென்று தெரியவில்லை..?",Hate-Speech
1384,சும்மா அவுத்து விடுது ரோட்ல போற வர்ரவங்கள விசில் அடிச்சு மந்த காச பார்வை பார்த்து தேவை பட்டா முந்தானைய வெலக்கி கெட்ட வார்த்தை பேசி கூப்பிடுறது இவனுங்கதான் இது சத்தியம் மிகையான வார்த்தை அல்ல bro's மக்களின் பரிதாபத்தை அள்ள இது போன்ற உத்தம பத்தினி வேஷம் சே,Hate-Speech
1385,தங்கையே மிகவும் மனது வலிக்கிறது.தைரியமான மனதைக் கொண்டு தைரியமாக வாழுஙீகள்.,Non-Hate-Speech
1386,அவங்களோட அன்பு உண்மையானது தயவுசெஞ்சு .............,Non-Hate-Speech
1387,ஆண் ஆண்மேல பெண் பெண்மேல ஈர்ப்பு இது இயற்க்கை ஹார்மோன் மாறுது நாங்க என்ன பன்ன முடியும் எங்களுக்கு உரிமை வேனும் கேக்குற நாய்களே...எனக்கு ஒரு கேள்வி வாழ வழி இல்லாம சாப்பாடு இல்லாம கல்வி இல்லாம அன்றாட பிழைக்க கஷ்டபடுபவன் யாராது எனக்கு இப்படி ஆயிடுச்சு நான் இப்படி ஓரின சேர்க்கை வாழ ஆசை படுறன்னு சொல்லி பாத்துருக்கிங்களா.....மூனு வேளை சாப்பாடு நல்ல உடை கல்வி தரமான வாழ்க்கை வாழரவன் தான் இப்படி போறான் அதுக்கு ஏன்டா பழிய இயற்க்கை மேல போடுரிங்க. அது எங்க வயிறு ரொம்பன அப்பரம் வயித்துக்கு கீழ ரொம்பர குண்டி கொழுப்பு சொல்லுங்க......இயற்க்கை ஹார்மோன் மாற்றம் உனக்கு வருது ஏன் அந்த ஏழ்மை க்கு வரல.ஒரு வேளை இயற்க்கையும் பாகுபாடு பாக்குதோ....இந்த குண்டி கொழுப்பு கருமத்துக்கு போராட்டம் சட்டம் வேற.,Hate-Speech
1388,உங்க அப்ப தப்பா அம்மா கட்டிடாங்க,Non-Hate-Speech
1389,ரொம்ப  நல்ல  குணம்  அவங்களுக்கு,Non-Hate-Speech
1390,"J. devi jahir J. devi jahir  சும்மா சரக்கு அடிக்க,  காசு வாங்க....  trainla ஜாலியா சுத்த....  எவனயாது பிடிச்சி ******பன்னி விட்டுரது.... இப்படி இருந்தால்  அரசின் உதவிகள் எப்படி தெரியும்......   கேட்டா காசு இல்லைனு சொல்றது; உங்களை மூன்றாம் பாலினம்னு அறிவிச்சதே சிறந்த முன்னேற்றம்....  வேலை வாய்ப்பில் இட ஒதுக்கீடு, ரேஷன் கார்டு,  வீடு,  மாற்று அறுவை சிகிச்சை மையம் ...  எல்லாம் இருக்கு கேட்டு வாங்கணும்.  சரக்கு அடிக்க காசு கேட்டு வாங்குறீங்களல்ல அது மாதிரி",Hate-Speech
1391,என் மனதை உருக்கிய வீடியோ காட்சிகள்,Non-Hate-Speech
1392,Super இதேபோல் அனைத்து பெற்றார்கள் இருந்து விடவேண்டும் நன்றி,Non-Hate-Speech
1393,"இதுங்கள உள்ளே தூக்கி போட்டு மிதிக்கனும்.,..",Hate-Speech
1394,இயற்கைக்கு மாறான விஷயம்,Hate-Speech
1395,Raju Bakkiyanathan : இந்த சட்டம் இல்லை என்றாலும் .. தண்டனைக்குறிய குற்றம் என்றாலும் இதை நம்மால் கட்டுபடுத்தமுடியாது அல்லவா...,Non-Hate-Speech
1396,இவர்களால் தான் இந்நாடு நாசமாய் போகும்,Hate-Speech
1397,ரொம்ப அழகான சிரிப்பு உங்களுக்கு,Non-Hate-Speech
1398,இந்த மனம் தான் இறைவன்,Non-Hate-Speech
1399,"ஓரின சேர்க்கை தவறு இல்லை ... ஒவ்வொரு ஜீவா ராசிக்கும் வித்தியாசமான உணர்வு இருக்கும் . எல்லா ஆணுக்கும் பெண்ணின் உணர்வு இருக்கும் அதே போல எல்லா பெண்களுக்கும் ஆணின் உணர்வு இருக்கும் , பால் உணர்வு  ஹார்மோன் வேற்றுமை தன காரணம் . இது நமக்கு புதிது இல்லை . நம் முன்னோர்களும் இதனை பற்றி இலக்கியங்களில் எழுதி இருக்கிறார்கள் .. உதாரணமாக திருநங்கை ஆழ்வார் பாடல்களில் ...இதுதான் இயற்கை .. இது விலங்குகளுக்கும் பொருந்தும் .. புரியாதவங்க தேடிப்பாருங்க ....",Non-Hate-Speech
1400,அம்மா உங்களைபோன்றோர் மேல் எனக்கு எப்போதுமே மரியாதை உண்டு.,Non-Hate-Speech
1401,டேய் எல்லாரும் அவங்கவங்க விருப்பம் என்கிறீர்களே  அப்படி என்றால் ஒரு paedophilia வையும் அவனுடைய விருப்பம்  என்று சொல்லுவீங்களாடா கூமுட்டைகளா,Hate-Speech
1402,"சிறந்த முயற்சி. இதே கிராமப்புறங்களில் இருக்கக்கூடிய பெற்றோர்கள் இதனை எவ்விதம் எடுத்துக்கொள்வர் ,புரிந்துக்கொள்வர் என்ற வினா என்னுள் எழுந்தது.",Non-Hate-Speech
1403,உடல் இச்சைகளுக்காகவே வாழும் ஈனபிறவியாக மனிதகுலம் மாறி வருகிறது.,Hate-Speech
1404,Sarveswaraa Sriazhagan  அதுல எந்த ஆட்சேபனை இல்லை. ஆனால் தனிமனித சந்தோஷத்திற்காக இந்த கேவலமான செயல பரப்ப கூடாது. காரணம் எல்லாம் இப்படி தான் ஆரம்பிக்கும்......,Hate-Speech
1405,நீங்க சொல்வது தான் உன்மை,Non-Hate-Speech
1406,ஏன்னா தமிழ் மரபு ல இல்லாத விஷயங்களே இல்லை. இதுவும். வந்தேறி மார்க்கங்களுக்கு தான் இது தெரியாது,Non-Hate-Speech
1407,எனக்கும் தான் நடந்திருக்கு,Non-Hate-Speech
1408,"இயற்கையை மாத்தினா பெரிய பெரிய ஆபத்துகள் வரும் இறைவன் புறத்தில் இருந்து தண்டனை வரும் அதன் சுனாமி, ஸ்டார்ம்ஸ எல்லாம் வர காரணம்.....",Hate-Speech
1409,பெரியார் கண்ட புதுமை பெண்.🤪🤪🤪🤪🤪🤪,Non-Hate-Speech
1410,"ஓரினச் சேர்க்கையில் ; காமம் எப்படி கனியும்?; காமம் வக்கிரமடையவே; செய்யும்!; தாய்மையுணர்வு மிகவும் புனிதமானது!;  காமம் முழுமையடைந்து தூய அன்பாய் மலர்வது!  பெண்களுக்கு மட்டுமே இயற்கை கொடுத்த வரம்! ; ; அம்மா மட்டுமே நிஜம் இதிலிருந்தே   அப்பா, தாத்தா,; பாட்டி,அத்தை, மாமா,அண்ணன்,; தங்கை என அனைத்து  உறவுகளும் ஒழுக்கமும் ; அற நெரியும் என சமூகம் ; கட்டப் பட்டது!; ஏன் கடவுளும் தெய்வீகமும்; இதிலிலிருந்தே வந்தது!; அதனால்தான் ஆபிரகாமிய மதங்களுக்கு முன்பு உலகம் முழுவதும் பெண்தெய்வ வழிபாடே! நம்மூர் அம்மன் வழிபாடு போலவே பாபிலோனிய பெண்தெய்வ வழிபாடு! இன்று உலகை ஆழும் ; ரோமானியகளின்  அம்மனே cybele or Agdistis, !; உங்களது காமம் காய் வெம்பிப்; போவது கனியாகாது விதையாகாது!; வெறுங்காமம் ஒருநாளும்; அன்பை தரிசிக்காது!  காமம் தீர்ந்து நீங்கள் பார்ப்பது உயிரற்ற போலி அன்பையே! ; இதைத்தான் அன்பென்று மேலை நாடும் பாடம் நடத்துகிறது! ; இதில் வீழ்ந்தவரை காப்பாற்; முயலாமல் மேலை நாட்டு பல்லக்கு தூக்குவது; எதற்கு!  முட்டாள் தனமான சுதந்திரம் மனித அழிவிற்கான சுதந்திரம்!",Hate-Speech
1411,அந்த திருநங்கை உன்னிடம் செலுத்தியது உண்மையான அன்பு.,Non-Hate-Speech
1412,Veraleva thalava eppavum na திருநங்கைக்கு சப்போர்ட் பண்ணுவான் அவனுங்க எனக்கு ஒரு அம்மா ❤️❤️❤️❤️❤️,Non-Hate-Speech
1413,சாத்தியமா சொல்றேன்  அந்த சகோதரி 100 வருஷம் வாழனும் நல்லா 💓💓,Non-Hate-Speech
1414,07:42 தமிழில்தான் தமிழ்நாடு தான் தமிழனுக்கே தான்டா இந்த பிரச்சனை ஒதுக்க ஒதுக்க எங்க தான் போவாங்க,Non-Hate-Speech
1415,இது மாரத்தான் சில திருநங்கைகள் வந்து ரொம்ப அக்கிரமம் பண்றாங்க இதுக்கு காவல்துறை என்ன நடக்குதுன்னு தெரியல அதேமாதிரி நம்ம அரசாங்கம் என்ன நடவடிக்கை எடுக்கப்போகிறார்கள் தெரியல ரொம்ப உக்கிரமான பண்றாங்க இதுக்கு ஒரு நல்ல தீர்ப்பு கண்டிப்பா வரணும் இவங்கள ஒண்ணுமே பண்ண முடியல எனக்கு ரொம்ப ஜாஸ்தி ஆகுது எங்க போனாலும் பணம் பணம் பணம் வராங்கன்னா சும்மா பசங்க சில பேர் இருக்காங்க அதுக்கு நான் எல்லாரையும் குத்தம் சொல்லல ஆனா சில பேர் வந்துட்டு ரொம்ப கொச்சையான வார்த்தைகளை பேசுறாங்க அதாவது துணியை தூக்கி காமிக்க ரொம்ப பன்றாங்க பன்றாங்க அதை நம்ப அவங்க கிட்ட வந்து சண்டை போட முடியும் போட முடியல உங்ககிட்ட என்னத்தைப் பேசுவது ஒன்னும் புரியல இது மக்கள்தான் கண்டிப்பாக வந்து தீர்ப்பு சொல்லும் ஜெய்ஹிந்த்,Non-Hate-Speech
1416,அருமை  சகோதரி 🤩🤩🤩🤩🤩,Non-Hate-Speech
1417,ஏய் ஏய் ஒன்னய நான் டானு கூப்பிடவா  இல்லை டீ..னு கூப்பிடவானு தெரியலை ஆனால் நீ மட்டும் தான் எல்லா சானலுக்கும் பேட்டி கொடுக்கிறாய் உன் பொண்டாட்டி எங்க இல்லை உன்னோட டீம் எல்லாம் எங்க தெரியும்டி உங்களால் பப்ளிக்ல தலைகாட்ட முடியாதுனு அப்புறம் எதுக்குடி இந்த மறைவான வாழ்க்கை இது ஒரு வாழ்க்கையா அப்படி என்னடி உனக்கு அதுல சுகம் உலகம் சீக்கிரம் அழிந்து போய்விடும்,Hate-Speech
1418,அவங்க பொண்ணுதான் voice மட்டும் lightly boys அவ்ளோதான் ...think always positive 😎,Non-Hate-Speech
1419,கருத்துகள் சரியானது ஆனால் நடவடிக்கை ரொம்ப ஓவர் பில்டப்,Non-Hate-Speech
1420,"தாய் தந்தை தான் ஒருவனுக்கு முதல் உலகம், அந்த தந்தைக்கு பின் அந்த தாய்தான் அவனுக்கு எல்லாமாகிய உலகம்., அந்த உலகில் தன் மகன் மகிழ்வன் என தெரிந்து, இச்சமூகம் எப்படி ஏற்றுக்கொள்ளும் என நினைத்து (பயந்து) அந்த தாய் எதிர்கொள்ளும் போராட்டம் தான் இக்கதை 👍 அருமை. ; ; என் நிஜ வாழ்வில் நான் மகிழ்வானக சந்தித்த சில காட்சிகளை பார்க்க நேர்ந்தது., ; ; இவ்வுலகில் அனைவரும் சமம். அனைவரும் அக்கடவுளின் படைப்பே.,; ; மகிழ்வன் வாழ்வும் இயற்கையின் ஒன்றிஅமைத்தவை ஆகும். 🏳️‍🌈",Non-Hate-Speech
1421,கண்கள் கலங்கி விட்டது..,Non-Hate-Speech
1422,தம்பி.நானும் ஒரு திருநங்கை தான்.ஒருசில.எச்சக்கலை.இந்த மாதிரி.பப்ளிக்ல.பண்ணுங்க.நல்ல ஒரு அப்ப.ஆத்தாளுக்கு.பிறந்தவங்க.இந்த மாதிரி.கேடுகெட்ட வேலை.பண்ணமாட்டாங்க.,Non-Hate-Speech
1423,"கனியிருப்ப காய்கவரந்தற்று என்பதுபோல  ஆணுக்கு பெண்ணும், பெணுக்கு ஆணும் அறிவு சார்ந்த படைப்பு. சூரியன் சந்திரன், இரவு பகல். இன்பம் துன்பம், பிறப்பு இறப்பு, துர்நாற்றம் வாசனை, ஆகிய இப்படிப்பட்டவைகளின் மத்தியில் மூன்றாவதாக எதுவுமில்லை. ஆண்களையும், பெண்களையும் அசிங்கப்படுத்தும் ஆணுக்கு ஆண், பெண்ணுக்கு பெண் என்ற இழி நிலையை சுதந்திரம் என்றால் சுதந்திரத்திற்கு பொருள் என்ன? மனநலம் பாதிப்பா சரி செய்துக்கொள். தீவிரவாதிகள் உறுவாகிக்கொண்டேயிருக்கிறார்கள். அவர்கள் தாங்கள் செய்வது சரியென்றும் இது எங்கள் சுதந்திரம் என்றும் கூறமுடியுமா? பசியெடுத்தால் சாப்பிடுகிறோம் வயிற்றுக்கு உணவும், உணவுக்கு  வயிறும் சரி. பெண் மனநல மருத்துரும்  ஹோமோ செக்ஸை ஆதரிக்கிறார். இவர்கள் ஒட்டுமொத்த சமுதாயத்தையே கெடுக்கும் புல்லூரிவிகள்.",Hate-Speech
1424,திருநங்கை நீங்கதான் காமபிசாசு பிறக்கும் பொழுது ஆணாக இருந்துவிட்டு பின்பு உணர்ச்சிகளை கட்டுப்படுத்த முடியாமல் இப்படி அறுவை சிகிச்சை செய்துவிட்டு ஆண்களை காமவெறி பிடித்தவர்கள் என சொல்வது தவறான செயல்லாகும்.....!,Hate-Speech
1425,உனக்கு நீ சார்ந்த இனத்திற்கு நீ சார்ந்த மொழிக்கோ அல்லது இந்த நாட்டிற்கு ஏற்படப் போகும் கலாச்சார அழிவைப் பற்றியோ  உனக்கு எந்த கவலையும் இல்லை... உனக்கு உன் சுகம் தான் முக்கியமாக தெரிகிறது...,Hate-Speech
1426,"சிறப்பான நடிப்பு, கண்கள் கலங்கி விட்டது, மேலும் இதுபோன்ற கருத்துக்களை எடுத்துரைக்க வாழ்த்துக்கள்🤝💐👌.......👍",Non-Hate-Speech
1427,அது உண்மை தான் ப்ரோ,Non-Hate-Speech
1428,இப்படத்தின் மூலம் மகன் மாற்றுபாலினத்தவர் என்று தெரிந்தும் ஓதுக்கப்பட்ட பிள்ளைகள் படும் கஷ்டங்களை அழகாக சித்தரிக்கப்பட்டுள்ளது.இப்படத்தில் நடித்த அனைவரும் அருமையாக நடித்துள்ளனர்.தாய் மகன் உறவையும் அழகாக சொல்லியுள்ளனர்.,Non-Hate-Speech
1429,கமெண்ட் பாக்க வந்தவன் ,Non-Hate-Speech
1430,எனக்கு வேலை வேண்டும்,Non-Hate-Speech
1431,ஒரு அன்பின் தவிப்பு. இந்தியாவில் ஏதோ புரிந்து கொண்ட அனாதை என்ற அர்த்தமே இல்லை.,Non-Hate-Speech
1432,அவங்க வாய் தொறக்கலேனா கண்டிப்பா எல்லாரும் பொண்ணுன்னு தான் நினைப்பாங்க,Non-Hate-Speech
1433,அன்பே சிவம் 👏👏👏,Non-Hate-Speech
