id,text,label
32301,கருணாநிதி ஊழல்வாதியான கதை னு  தலைப்பு இருந்திருக்கலாம்.....,Negative
32302,டேய்ய் திருட்டு ரயிலு.. 🤣,Negative
32303,கேவலம் திருந்தாத ஜென்மங்கள் இந்த துரோகியை கொண்டாடுகிறது. நீதிக்கட்சியின் அயோக்கியத்தனம் புரிந்தால் திமுக அயோக்கியர்கள் அடையாளம் காணப்படுவார்கள்,Negative
32304,தமிழ்நாட்டின் சாபக்கேடான இவனுக்கும்(தெலுங்கன் களவாணி தேசத்துரோகி) இவன் குடும்பத்தாருக்கும் இது ஒரு கேடு.,Positive
32305,துணை முதல்வராக இருந்த போது தமிழ்நாட்டை அமாவாசை ஆக்கிய மு.க.சுடலை முதல்வராகி விடியல் தருகிறதாம் தமிழக கொத்தடிமைகளுக்கு........,Negative
32306,ஊழல்களின் தந்தை மு.கருணாநிதி என்ற அமாவாசை யிடம் விடியல் தேடும் ஊழல் நரிகள்  தமிழகத்தில் மட்டுமே ........,Negative
32307,அமாவாசை தமிழ்நாட்டை அமாவாசை ஆக்கிய கதை.,Negative
32308,"பிராடு செய்து ஆட்சிக்கு வந்த கொள்ளைகாரன், படுபாவி, நாசகாரன்.",Negative
32309,Neduchezhiyan Cm airundha veramari airukum admk vandhurukadhu..,Negative
32310,தமிழ்நாடு அழிந்த நேரம் அதுதான்,Negative
32311,Telungan Karunanidhi valga🙏,Negative
32312,ப,Negative
32313,திருட்டு திராவிட வந்தேறி,Positive
32316,Makkalatchi mannaratchi and kadhainnu podungada,Negative
32317,திருட்டு புண்டமகன்,Positive
32319,"இதில் என்ன கதை.
எம்ஜிஆரால்தான் முதல்வர் ஆனார் முக.
பேச்சை வள, வளக்காதே
மு க கதை நாரகதை, குழந்தைகளுக்கு கூட தெரியும்.
நிறுத்துய்யா. பேசவந்துட்டாய்",Negative
32320,Epo m.k.stalin cm massss,Negative
32321,நரித்தனம் நிறைந்தவர் தலைவராக இறுதி வரை இருந்ததில் வியப்பென்ன?,Negative
32322,"தெலுங்கானாவில் இருந்து கைப் பையுடன் கள்ளமாக
இரயிலில் பயணம் செய்து தமிழ் நாட்டிற்கு வந்த கருணாநிதி குடும்பத்தின் நிலைமை இப்போ பல ஆயிரம் இலட்சம் கோடிகளுக்கு அதிபதி. அதை விட மூன்று மனைவிகள். அவர்களுக்குப் பிள்ளைகள், பேரப் பிள்ளைகள், பூட்டப் பிள்ளைகள் என்று கருணாநிதியின் குடும்பப் பட்டாளத்திற்குத் தமிழ் நாட்டின் அரைவாசிச் சொத்துக்களுக்கு அதிபதி.
எனவே அவர் புத்திசாலி தான். இளிச்சவாயன் தமிழன் தன்னுடைய அரசியலை, வாழ்வியலை இழந்து கையேந்தி நிற்கும் நிலையில் இன்று. 😰😰😰😰😰😭😭😭😭😭",Negative
32323,Palani baba kathai poduga sir,Negative
32324,420 karunanithi come,Negative
32325,முன்னாள் முதல்வர் கலைஞர் அவர்களின் ஆட்சியில் தான் நிறைய மக்கள் நல திட்டங்கள் வந்தது,Negative
32326,Tamil Ina throki,Negative
32327,Karunanidhi mgr thayaval cm aanar,Negative
32329,இந்த சவடால் எல்லாம் வேண்டாம் எம் ஜி ஆர் இல்லாத திமுக அமைச்சரவைஅண்ணாவேஅமைக்கமுடியாதுஎன்பதுதான்உண்மை கருணாநிதி எல்லாம் மக்களுக்கு தெரியாது எம் ஜி ஆர் விருப்பத்தில்முதல்வர்ஆனார்கலைஞர் இதுதான்உண்மை,Negative
32330,எங்களின் தலைவனே.,Negative
32331,Natta  ayicha kachi ithu,Negative
32332,"MUTHULINGA M H, IGANGAVALI🙏",Negative
32333,Tamilan Nedunjcheliyan than Mudhalvaraga vanthiruka vendum aanal Vantheri Vadukan Telungan Karunaandhi Mudhalvar aanathu Tamilarlin ketta neram,Positive
32335,திருட்டு ரயில் 😂,Negative
32336,கலைஞரே கால காலம் பதில் தந்து சொல்லி கொண்டே இருக்கு உதய சூரியனே! உதித்து விடியல் பிரகாசித்து கொண்டே இருக்கும் முதல்வரே | வருங்கால ஜனாதிபதியே! உலகம் போற்றும் முலைவரே! நீடூழி வாழ்க!,Negative
32337,திரவிடம் தமிழகத்தின் சாபகேடு,Negative
32338,"Yellaraiyum kavithaiyam kannil maiyitathillai Nan kanneerodu karshelaipola kandenoa kannimaigal kenneer yennum megamai maraintheerea yengal anputthangamea kavithaiaruviyea kanpaeno inne Nan ungalaippola annal vadum magalam murperaviyil irunthal panthamo yen uierana selvam polintha senkootuvarea yengal meluguvarthiyaha meet illamal intha ulagam irrudadhea yengal anputhagappanarea  ungal kavithai varigal than yennai kulanthaiparuvatthil kavithai katturai pottikali natam vaittha pavama appa yengalai pirintha sogam vilagavillai yengal kalainger app,  van malai peiyum, meet poliyum porcholl inne yaridam keatpoam  yengal uier thagappanea pirival yendrum sirkunji malar devakottai radhikadmk",Negative
32340,Poorvigam enna,Negative
32341,👍,Negative
32343,"அய்யா தமிழ்நாட்டு நாசமானகதை என ஒரு
அன்பர் கூறியுள்ளார். 
அதன்பின்னர் ஊழல் தமிழ்நாட்டில் கோலோச்சியது உண்மை தான் மருக்கமுடியாது. ஆனால் திமுக மட்டுமா ஊழல் செய்துள்ளது அதிமுக வும் அப்படித்தான் 
இந்தக்காலத்து வாக்காளர்கள் சுமார்70 % 
 வேட்பாளர்களிடம் பணம் வாங்கிக்கொண்டு வாக்களிக்கின்றனர்.கேரளாவில் வாக்களிக்க பணம் கொடுப்பதும்கிடையாது 
வாக்காளர்கள் வாங்குவது 
ம்கிடையாது.அரசியல்வாதிகள் நேர்மையாக இருக்க
வேண்டும் என எண்ணும்
நாம் வாக்காளர்கள் நேர்மையாக இருக்க வேண்டும் என எண்ணுவதுகிடையாது.
இந்தியாவில் தென்னிந்தியா வில் தான் 
கல்வி மற்றும் தொழில்வளர்ச்சி யில் சிறந்து விளங்குகிறது. மருத்துவம் மற்றும் மருத்துவ கட்டமைப்பில்
தமிழ்நாடு முதலாம்இடத்தில் உள்ளது. தமிழ்நாடு திமுக 
ஆட்சியில் நாசமாய் போனதாக இவ்வாறு உண்மை யினை புறியாமல் பேசுகின்றனர்.
வட இந்தியதொழிலாளர்கள் இன்று தமிழ்நாட்டில் பல நூராயிரக்கணக்கில் வேலைசெய்கின்றனர். இன்னும் வந்துகொண்டு
இருக்கின்றனர். திமுக மற்றும் திராவிட இயக்கத்தின் செயல்பாட்டை கொச்சைபடுத்த எண்ணுவோர் குறைகூறுகின்றனர். யார்
ஆட்சியிலும் முறைகேடு மற்றும் வன்முறை கழையப்படவேண்டும் நன்றி",Negative
32344,தலைவன் என்றால் அவர் கலைஞர் தான்.,Negative
32345,"அமைச்சர் அவை பட்டியலில் கலைஞருக்கு காவல்துறையே
ஒதுக்கப்பட்டது. ஆனால் எம்ஜிஆர் அண்ணாவிடம் ஏற்கனவே கலைஞர் காங்கிரஷ் தலைவர்கள் மேல் கடும் கோபமாக இருக்கிறார் அதற்க்கு காரணம் திமுக தலைவர்கள் மீது அன்றய காங்கிரஷ் அரசு தான் தோன்றி தனமாக நடந்தது
எனவே கலைஞர் காவல்துறை அமைச்சரானால்
பல காங்கிரஷ் தலைவர்கள் பாடு கேள்விக் குறியே என்பதை உணர்ந்த எம்ஜிஆர் அண்ணாவிடம் அந்த இலாகாவை நீங்களே வைத்து 
கொள்ளுங்கள் என்றார் இது முதல் தான் முதல் அமைச்சர்களே காவல்துறை இலாகாவை வைத்துக்கொண்டார்கள்",Negative
32346,Annadurai is inefficient. Neduncehliiyan is useless. Karunanidhi is crooked,Negative
32347,Thalaivar kalainger,Negative
32348,🌞❤️✨,Negative
32349,இந்த ஒரு பக்கம் வரலாற்றை மட்டும் சொன்னீர்கள் மறுபக்கம் உள்ள வரலாற்றையும் சொல்லலாமே அனைத்து மக்களும் தெரிந்து கொள்வோமே,Negative
32350,Father of scientific corruption.Dmk and congress killed lakhs of my relations in eelam,Negative
32351,தலைவர் கலைஞர் அரசியல் சாணக்கியர் என்பது நூற்றுக்கு நூறு உண்மை 👍,Negative
32352,திருட்டு திமுக தலைவர் கருணாநிதி,Negative
32353,அப்படியே எடப்பாடி பழனிச்சாமி முதல்வரான கதையை ( உன்மையான கதையை மட்டும் சொல்லவும் பொய்யை சொன்னால் செருப்பால் அடிப்பேன்,Negative
32354,அவர் எப்படி கோடீஸ்வர ஆனார் என்பதை கடைசிவரைசொல்லவே இல்லை,Negative
32355,Ithula pathi tha iruku mithi paathi enga😬🙄,Negative
32356,Ammavasai Muthalvaraana kadai,Negative
32357,Kollaiyar Thirudar Muthalvarana Kdai ithu,Positive
32359,ஊழல் தந்தை கருணாநிதி,Negative
32360,Sonna channel irrukaathu vro🤣,Negative
32361, @Gowtham maxwell    💯உண்மை நண்பா.🤣🤣🤣,Negative
32362,"சாணிநக்கயானோடு தலைவர் கலைஞரை ஒப்பிடாதீர்கள் 
அது கலைஞருக்கு தான் அசிங்கம்",Negative
32363,ஊழல் செய்வதில் சாணக்கியன் அமாவாசை மு.கருணாநிதி.,Negative
32364,Unga amma va Vachu business panirruparu,Positive
32365,கதை பொய் எழுதி ஆகியிருக்கலாம் விஞ்ஞான ரீதியான திறமையை வளர்த்துக் கொண்டு இருக்கலாம் அன்று பொழுது போக்கு தினசரி நாளிதழ் பார்க்கவும் அதைப் பற்றி பேச வதுமாக இருக்கலாம்,Negative
32367,Best history.....,Negative
32368,திருட்டு ரயில் ஏறிவந்தவனே ஊர்முழுவதும் கள்ளபொண்டாட்டி வைத்தவனே அந்த கள்ளபொண்டட்டிபெயரை தெருவுக்கு வைத்தவனே கனிமொழியை கள்ள ஓழில் பெத்தவனே குஷ்புவுடன் கள்ள ஓழ் ஓத்தவனே,Positive
32369,Political God kalainar,Negative
32371,"வ ந வ ந வா, ப ப ச கா த நா  த மொ 2700 ஆ மு 700 கிமு  மு இ இ கா நே இயற் இயக் இயங் த நா த மொ திரா மற் கட் அரசி அரசா பண் கலை களைஞ் கலா பய பா பல 2 அடி 4 அடி செ  6 அடி 
நடை மு பா மா கா குர பா சூட் வடை எடை கடை விடை கொடை நடை படை அடை ஆடை ஓடை உடை மா இதி எது சிலேடை என ஜடை  கலை  இடை தா.",Negative
32372,கலைஞர் ❤❤❤,Negative
32373,"நாம் தமிழர் என்று பெயர் வைத்து போலி தமிழ் தேசியம் பேசி பணத்துக்காக சாதியை உருவாக்கி மக்களை பிரித்து தமிழ் மொழியை அழிக்க நினைக்கும் பிராமணர்களுக்கு எதிராக இருக்கும்  திராவிட சிந்தனைகளை அழிக்க rss ஆள 
உருவாக்கப்பட்ட ஆள்தான் சீமான் என்பவர் என்பதை நாம் தமிழர் தம்பிகள் எப்போது உணருவார்கள்
திராவிட கழகம் மக்களுக்கு என்ன செய்தது என்று கேட்கும் மூளை சலவையால் மயக்கபட்ட நாந்தமிழர் தம்பிகள் இது போன்ற வட்ரை கேட்டாவது திறுந்தனும்....",Negative
32374,கறையான் புற்று எடுக்க கருநாகம் குடி புகுந்தது,Negative
32375,அகில உலக அறிவாளி தலைவர் கலைஞர்,Negative
32378,Very good news. Sathanaiyalar patriya thagaval anaithum unmai. Nantri to news 7tamil,Negative
32379,Ivar katchiyill ivar  ivarathu kudumbhathinar mattumey padaviyill irupargal thondanuku enn naalum ivargal mattum than thondargalin netrill moondru ondrai pottu viduvargal,Negative
32381,"திமுகவின் மூன்று கொள்கை collection, commission, corruption..",Negative
32382,"221)Felicitations to
DRAVIDA MUNNETRA KAZHAGAM.. ON THEIR FORMING THEIR GOVERNMENT IN TAMIL NADU
********//******///////****

D ynamic base provided by Periyar and Annadurai..
R emarkable progress evokes HIP !! HIP!! HOORAY!!
A nnadurai fought with
herculean EFFORT..
V ital leaders like Sampath, Navalar, Kalaignar and MGR helped him to conquer the FORT..
I nnovative  vocal and writing ARTICULATION..
D uty Dignity Discipline is their PROCLAMATION ..
A rrived Mu. KARUNANIDHI  as their next LEADER..

M oved the party with a massive CADRE.
U nique plans of building 
root based PARTY..
N urturing party workers
made them WORTHY..
N avigating the State with remarkable PERFORMANCE..
E ncouraged the Leaders to move with CONFIDENCE..
T riumphant success in successive ELECTION..
R ISING SUN became symbol of reforming ACTION..
A scending the party to 
create WONDER..

K amaraj and  Congress were allergic to THUNDER..
AIADMK planted by MGR was a  SHOCK.
Z enith height of MGR pushed DMK BACK..
H eralded again after MGR's DEMISE..
A  MMA CHARISMA through a SURPRISE..
G rabbing the power in Alternative  ELECTION
A gain witnessed ELEVEN YEARS  EVICTION..
M ajestic LANDSLIDE VICTORY of MK STALIN gives Perfect PROJECTION..
***** SAMPATH*//***",Negative
32383,தமிழகம் வளர்ச்சி நிலையை அடையலடா  கருணாநிதி குடும்பம் தான் செம வளர்ச்சி னு சொல்லுடா...,Negative
32384,Kalaignar the king of Indian politics.,Negative
32385,Amen alleluia,Negative
32386,அருமை,Negative
32387,தமிழின துரோகி .இவனலாம் போயி முத்தமிழ் அறிஞர் என்று சொல்வது தமிழ்க்கு தமிழர்களுக்கும் நாம் செய்யும் துரோகம்,Positive
32388,Tamil ena throgi... Karunanidhi,Positive
32389,பதவி வெறி பிடித்த திமுக நாய்கள் விரைவில் அழிக்கப்படுவார்கள்,Positive
32390,பலரது குடும்பத்தை கெடுத்த பாவி அவன் கருணாநிதி,Positive
32391,கருணாநிதி ஒரு பெரிய பித்தலாட்டக்காரன்,Negative
32393,Karunanithi Kattumaram oru thirudan,Positive
32394,தமிழின துரோகி...கருநாய்....,Negative
32395,கருணாநிதி 1955லேயே கோபாலபுரம் இல்லத்தை வாங்கி விட்டார். அப்போதே அவர் சொந்த கார் வாங்கி விட்டார். அவர்  mla ஆனது 1957ல் தான். தமது திரை வசனத்தின் மூலம் அன்றே கொடி கட்டிப் பறந்தார். திருட்டு ரயில் என்பது பச்சை பொய்.,Negative
32396,"Periyar the king of social justice 
Karunanithi the prince of social justice",Negative
32397,நல்ல நிர்வாக திறமை மற்றும் தமிழ் மொழி புலமை மிக்கவர். மத்திய அரசு உடன் நடுநிலை வகித்தது தமிழ்நாடு மாநிலத்தில் வளர்ச்சிக்கு உறுதுணையாக இருந்தவர்,Negative
32398,தமிழ் இன துரோகியின் வரலாறு என இல்லை இல்லை ஒரு குப்பையின் கதை என பதிவிட்டிருக்கலாம்.,Negative
32400,"உண்மையும, சத்தியமும் 1967ல் தமிழ் நாட்டை விட்டு வெளியேறி விட்டது!
இன்னும் தமிழகத்திற்குள் நுழைய முடியாமல் தினறிக் கொண்டு இருக்கிறது!
கோயில்கள் அறநிலையத்துறை  விவகாரங்களால் தெய்வம் செயலற்று ஸ்தம்பித்தது!
இது தான் தமிழக பின்னடைவு வரலாறு!",Negative
32402,"Epskku
முன்னாடியே இவரு தான்
குட்டிக்கரணம் போ ட்டு
Cm ஆனாரு",Negative
32403,மற்ற,Negative
32404,Appadi irundhal  een tamil puthadu kondadringa athai karunanidhi thane kondu vandhar,Negative
32405,"Ayothidasa Pandithar is the king of Social Justice,Periyar just copied his ideologies",Negative
32406,Nee patheyo,Negative
32407,இதை ஊபீஸ்கள் பார்த்தல் செத்துருவானுக 😃😃😃😃😃,Negative
32408,DMK  WIN   100%,Negative
32409,முகம்மது பின் துக்ளக் படத்தில் தெளிவாக சொல்லி இருப்பார் மிஸ்டர் சோ,Negative
32410,Corruptionist 🧐🧐🧐,Negative
32411,அதெப்படி? அண்ணாவால் பெரிதும் நேசித்த நெடுஞ்செழியனை யாருமே விரும்பவில்லை....,Negative
32413,"இவன் ஒரு முத்தநாதன்  தமிழ் படித்தவர்களுக்கு புரியும் 
மெய்யலாம் நீறு  பூசி பாடலை படிங்க",Negative
32415,"இந்த ஆள் பெரிய தியாகியா
சாரயத்தின் தந்தை",Negative
32416,எலக்ட்ரான்களை மட்டும் வரேன் மத்த நாள்ல காணமே ஒரு பொங்கலுக்கு வாத்து இல்ல ஒரு தீபாவளி வாழ்த்து இல்ல எல்லாம் அவரவர் அண்ணா எலக்சன் டைம்ல மட்டும் வரணும் பையா வேண்டாம் திமுக ஓகே,Negative
32417,தமிழீன துரோகி,Negative
32418,அப்போ திருடன்னு ஓத்துகொள்கிறீர்கள்,Negative
32420,Thalaivar ❤️🙏,Negative
32421,கட்டுமரம்கள்ளுஉறவில்பிறந்தவன்,Positive
32422,இவன் ஒரு திருடன்.,Negative
32423,234vin RAJA,Negative
32424,செய்யக் கூடாத தவறுகளை வரலாற்று பிழையை செய்த ஊழல் நாயகனே...! உன்னை வரலாறு வருங்க காலமெல்லாம் எப்படியெல்லாம் சொல்ல போகுது பார்...!,Negative
32425,Ulalin motha uruvam Indha Thayoli aala dhaan naadu pinnokki ponadhu,Positive
32426,மண்டல் கமிஷன் அறிக்கை கலாவதி நாள் வருடம் என்ன? மாண்புமிகு தமிழக முதல்வர் அவர்களே? 24 மணிநேரத்தில் உடனடி பதில் தேவை மரியாதைக் நான் ரெடி,Negative
32427,Thiruttu dmk vendam podaaaaaaaaaaaaaa,Negative
32428,Mgr jaya period la Ellaaya bro,Negative
32429,Apdi Ilana kala chraiyam kaachi elarum sethupoirupanga,Positive
32431,"1967kku piragu  corruption,  corruption, corruption thaan m.k vin main development",Negative
32432,அந்த  பாம்புகள் பயந்து இருக்கும்  நம்மைவிட  விசம்  அதிகமாக  உள்ள  மிருகம்  இங்கு  இருக்குது  என்று,Negative
32433,Nedunchelian valliyai unarukeren.. Ithuku kandipa oru nal andha family party pathil sollanum,Negative
32435,2021   TMK  vote pannuga,Negative
32436,Kamarajar pathi pota endha naiyum pakkala.manaketa karunanethi pathi pota pakkara naiga vekkam ah Ila .DMK nai Enna pannuchu family Ku matum tha pathuchu ipavum apaditha .ana kamarajar great kal thusiku Vara mudiyathu karunanethi,Negative
32437,I like this bgm 👍,Negative
32438,Thalaivar kalaignar 👑🦁,Negative
32439,! He  may have been,Negative
32440,அண்ணா வையே ஆட்கலை தூண்டிவிட்டு  துன்புறுத்தி பதவி வாங் கியவர் கருணாநிதி.,Negative
32441,valga tamil,Negative
32442,Rajathanthri🔥🔥🔥,Negative
32443,Super 🔥🔥🔥,Negative
32444,தமிழ்நாடு நாசமான கதை,Negative
32445,Ayya kalaingar ayya vazhulga ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Negative
32447,Nedunjaliyaan is the real hero...,Negative
32448,👍👍,Negative
32449,அரசியல் ஆசான் கலைஞர்,Negative
32450,News 7 கொத்தடியைமான கதை எப்ப வரும்,Negative
32451,karunanidi was a gift to the tamil nadu by nature,Negative
32452,Honourable cm kalaingar,Negative
32453,Ipo nadakkindra anaithu arasiyal thappikkum father ahh Karunanidhi than......,Negative
32454,கருணாநிதி கயவரான கதை போடுங்க...,Negative
32456,"corruption specialist - kalaignar . came with 10 rupees to madras , look at his wealth when he died . Full duplex houses and fancy cars .",Negative
32459,"திமுகவிலும், அதிமுகவிலும் நாவலர் நெடுஞ்செழியன் தலைமையின் சிம்மசொப்பனமாக இருந்தவர்.",Negative
32460,எம் ஜி ஆர் இல்லனா கருணா முதல்வர் ஆக முடியாது,Negative
32461,முதலில் தமிழ் நாட்டுக்கு எப்படி வந்தானு சொல்லுங்கடா,Negative
32462,எங்கள் இலங்கை தமிழர்களை கொன்று குவித்து டெல்லியில் குடும்பதுக்கே பதவி பிச்சைக் கேட்க போன மாதிரி எத்தனை மக்கள சாவடிசிட்டு முதலமைச்சர் ஆனானோ,Positive
32463,"பழங்குடியினர்கள்..... ஆதிதிராவிடர்...... சிறுபான்மையினர்.... தாழ்த்தப்பட்டோர் பிற்படுத்தப்பட்டோர்கான....
பாதுகாவலன்...... கருணாநிதி......எங்களுக்கு எல்லாம் கல்வி கொடுத்தவர்....வீடு வழங்கியவர்.....மின்சாரம் கொடுத்தவர்........பயிர்கடண் தள்ளுபடி செய்தவர்......அவர் தான் எங்களுக்கு கடவுள் .....வேற எவனும் கிடையாது",Negative
32465,1967ல் திமுக முக்கிய தலைவர்களில் வரிசையில் கூட இல்லாதவர் ஆனாது முதலமைச்சர் எப்படி,Negative
32466,கருணாநிதி தமிழினத்தின் தலைவன் அல்ல தமிழின துரோகி,Negative
32467,திருட்டு ரயில் ஏரி வந்த தெவிடியாபையன்,Positive
32468,உலகிலேயே அந்நியர்களால் ஆளப்படுவதை விரும்பும் அதிக மக்களை கொண்ட இனம் தமிழ்நாட்டில் வாழ்கிறது.,Negative
32469,"Tirutu railil chennaiku vanthan avung paramabara Adimai kuthadigal Ingu nadodigaluku vala idam podithu nattai pidithan. Vanthavarai vala vaithal ithan kethi😂😂

Nee nanla adimai vanthavanla cm superstar doctor collector judge namkau mulaya ilaya",Negative
32471,Pitantatu Tamilnadu da broker group payaley,Negative
32472, @Mani Vannan  tiruvarur vandharu bro😂😂,Negative
32473, @Ganesh Sankar  பரம்பரை கொத்தடிமை போல.,Negative
32474, @Ganesh Sankar  sariyana pathil adi thozhare... Ivanungalukku enna theriyum kalaignar ah pathi... Thiruttu echa pasanga,Negative
32475,என்ன புசுக்குன்னு இப்படி ஒரு கேள்வி கேட்டு புட்டிங்க.திருட்டுதனமா ரயில் கக்கூஸில் ஒளிந்து கொண்டு தான் வந்தான் கட்டுமரம் இதுதான் அவனுடைய ஆரம்ப கால வரலாறு.அதுக்கு பிறகு ஊரை எப்படி ஏமாற்றினான் என்று ஊருக்கே தெரியும்.,Negative
32476," @Vasan Krishnaswamy  not even a scandal proved on him dude... And, Nee enna kala porali ya , etho kalaingnar ah pathi pesara... Netaji kooda thiruttu flight la than tokyo ponaru.... Avar kettavara, 30000 indians ah pani la travel panna vecharu, athula mostly sethuttanga food illama and sariyana medic illama athellam thiruttuthanama thambi.... Pesanumnu pesatha",Negative
32477, @Mani Vannan   adhuku proof iruka?,Negative
32478, @Vasan Krishnaswamy   Enna evidence iruku neenga solradhuku ? Apdi vandharu nu enga irundhu vantharu ? edhuku vantharu? enga vandhu serandharu (TN la ) ? badhil sollunga,Negative
32479, @Ganesh Sankar  இதை விட ஒரு செருப்படியை யாராலும் கொடுக்க முடியாது 👌👌👌,Negative
32480,Who develop chennai managaram explain me,Negative
32481, @Ganesh Sankar  விட்டா உண்ட அம்மாக்கு திருடன் கருணாநிதி தான் புருஷன் என்று சொல்லுவாபோல,Positive
32482,Ellam thiyagam than. Jaya Amma Madiri andaranga thiyagam lam illapa,Negative
32483,"தெரிஞ்சு பொய் பேசுறீங்களா இல்லை தெரியாம அறியாமைல பேசுறீங்களா சகோதரி?

1967ல் பேரறிஞர் அண்ணா முதலமைச்சர்
நாவலர் நெடுஞ்செழியன் இரண்டாமவர்
கலைஞர் கருணாநிதி மூன்றாமவர்.

1949ல் கட்சி துவங்கியபொழுது 27 முக்கியத் தலைவர்கள் இருந்தார்கள். அதில் கலைஞரும் ஒருவர். இணைய உலகில் எளிதில் எல்லாம் விரல் நுனியில் தகவல்கள் கொட்டிக்கிடக்கிறது. தேட மனமில்லையா இல்லை ஏற்றுக்கொள்ள மனமில்லையா?",Negative
32485,இப்போ எடப்பாடி எப்படியோ அப்படி,Negative
32486, @Desi Fun TV  ஆமாம். கருணாநிதி ஒன்னுத்துக்கும் உதவாதவர். எம் ஜி ஆரும் அம்மாவும் தான் எல்லாம் செய்தார்கள்.,Negative
32487, @R.SARANYA HIS 972 R  thalivarum edapadium onna,Negative
32488, @Kadalai Muthu  அப்படியா சொல்லவேயில்லை,Negative
32489, @Mugunthan Jaya  அதில் என்ன சந்தேகம்  இவனும் கள்ள உறவில் பிறந்தவன்,Positive
32490,Karuna Was second best choice,Negative
32491, @RAJESH SIVAN  kkkkkkkkkkk,Negative
32492,Mothathula entha arasiyal vaathiyum nallavan illa nallavan maathiri vesam poduvanga.athu mattum nalla puriyuthu,Negative
32493,Naya vanjagan karuna,Negative
32494,இதில் ஏன் நீங்கள் கருணாநிதி சூழ்ச்சிகளை சொல்ல மாறுகின்றிர்கள் ஐயா நெடுஞ்செழியன் முதல்வர் ஆகி இருந்தால் இன்று தமிழ்நாடு சிறந்து விளங்கிய இருக்கும் மேலும் தி.மு.க கட்சி குடும்ப அரசியலாக மாறி இருக்காது,Negative
32495,Periya thirudan intha karunanithi🤣🤣,Positive
32496,Tamilan. Mudal,Negative
32497,"கருணாநிதி,எல்லா சீரழிவுகளின் 
தொடக்க புள்ளி",Negative
32498,🥰🥰 arasiyal chanakiyan 🔥🔥🔥,Negative
32499,Mootha thirudan muthalvar aana kathai,Negative
32500,Most corruption tn,Negative
32501,No.1 fruad,Negative
32502,Fraud Kaara pays Sir indha karunanidhi,Negative
32503,ஊழலுக்கு பேர் போன்ற கட்சி திமுக தலைவர் கருணாநிதி தான்,Negative
32504,Na kooda positive comment ah irukumo nu bayanthuta,Negative
32505,DMK ku Sompu Thookkurathu nalla Theriuthu,Negative
32507,கருணாநிதி ஒரு செஸ் விளையாட்டு வீரனாக இருந்தால். உலக சாம்பியன் ஆகியிருபார்,Negative
32508,"கலைஞர் சாதாரண மனிதனல்ல, 
அவர் எதிர் நீச்சல் போட்ட வெற்றி பெற்ற மா வீரன்.",Negative
32509,Arumay.,Negative
32510,Great THIEFERS of Tamil nadu.,Negative
32511,Enakkum intha kelvi thonuchi,Negative
32512,திருடனுக்கு எப்போதுமே பேச்சு எகதாலம் எல்லாமே ஜாஸ்தியாக தான் இருக்கும்,Negative
32513," @VJY AND  தல திராவிடத்தின் புவியியல் எல்லையில் தான் தமிழ்நாடு உள்ளது... ஆந்திராவும் உள்ளது... ஏன் கேரளம், கர்நாடகா, தெலுங்கானுவும் உள்ளது... தி.மு.க எதிர்ப்பது இந்து மதத்தை அல்ல....அதிலுள்ள அர்த்தமில்லா மூடநம்பிக்கையும், மதத்தின் பெயரால் மக்களை ஏமாற்றும் கயவர்களையும் தான்....",Negative
32514, @praveen jai  who is cheating whom using the misery of people  looting money through prayer towers  and voting on jamath instructions 😎,Negative
32515, @praveen jai  ooruku oru wife marrying adopted daughter degrading tamil literature  there is no such word  dravidum thus telugu politicians  fooling tamils in the name of dravidam,Positive
32516,அவர்  செஸ்  விளையாட்டில் இல்லை  செக்ஸ்  விளையாட்டில்  வெற்றி  பெற்றவர்,Negative
32519,"Karunanithi was strongly supported and promoted two Thevar Community leaders
1. Anbil Dharmalingam Ayya
2.Mannarkudi Narayana samy ayya. These two strong DMK Leaders promoted Ayyokian Thirudan Telungan Karunanithi became CM of Tamil Nadu.
This is like Thevar Sasikala Natarajan promoted Thoroki Edappadi Palanichamy became CM of Tamil Nadu.
In Tamil Nadu politics Thevar community people always doing watch man work for others without knowing their genetic Administrative capacity and lesdership qualities.",Negative
32520,கட்டுமரம் பிறந்தது முதல் இறப்பு வரை.எல்லாமே பொய் ஊழல் நயவஞ்சகம் துரோகம் இப்படித்தான் இருக்கிறது இவனுடைய வரலாறு.,Positive
32521,Kalaingarin Arumai puriyaadhorin kadharal comment section la adhigama iruku... But anyways Kalaingar is always best💯😎,Negative
32523,Thirutu rail,Negative
32524,தலைவர்  கலைஞர்  ஒரு  சரித்திர நாயகர்  உலகம் உள்ளவரை  அவர்  புகழ்  நிலைத்திருக்கும்.,Negative
32525,தநா ன் அரசியல் துர்நாற்றம் கருணாநிதி,Positive
32526,Great leader,Negative
32527,Long live kalaignar fame.,Negative
32529,Super 👋👋👋👋👋👌👌👌👌,Negative
32530,போட புன்டை,Positive
32531,"Established,kudumbha thirhudharghal kalagham.",Negative
32532,Thopphi thaliyan m.g.r. Seitha migha periya thavhari  kathumarathanhai c.m. Akkhunathu.neduncheliyanhai c.m. Akkhiirruntha  tamil nadhu serkhamai irrunthu irrukhum intrhu.,Negative
